time,rss_mb,cpu_percent,read_kbs,write_kbs,read_chars_kbs,write_chars_kbs,minor_faults_s,major_faults_s
2025-08-18 14:49:19.584454,775.4,809.0,590560.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.685063,775.4,759.0,540080.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.785679,775.4,789.0,548400.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.886315,775.4,789.0,528800.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:19.986929,775.4,809.0,567360.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.087527,775.4,779.0,561640.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.192055,775.4,808.5,602160.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.292670,775.4,789.0,617080.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.393264,775.4,779.0,640240.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.493872,775.4,779.0,643400.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.594612,775.4,728.1,584280.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.695210,775.4,739.1,619200.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.795810,775.4,789.1,627960.0,0.0,0.0,0.0,0.0,0.0
2025-08-18 14:49:20.896405,775.4,779.0,584080.0,0.0,0.0,0.0,0.0,0.0
